itemid,item,item_en,vocabulary_id,vocabulary_concept_code,vocabulary_concept_name,abbreviation,categoryid,category,category_en,ordercategoryid,ordercategory,islabresult,valueid,value,unitid,unit,ucum_code,low_normal_value,high_normal_value,expected_min_value,expected_max_value,table,count,count_validated
9477,Opwarmen (Actief inwendig),Warming up (Active internal),NaN,NaN,NaN,Opwarmen (Actief inwendig),438,PROC. Circulatie,NaN,NA,NaN,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,processitems,173,NA
9478,Streef Ramsay,Aim Ramsay,NaN,NaN,NaN,Streef Ramsay,440,PROC. Neurologisch,NaN,NA,NaN,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,processitems,85,NA
9479,TED kousen aan,TED stockings on,NaN,NaN,NaN,TED kousen aan,418,OPDR. Overig,NaN,87,Opdr. Houding & Beweging,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,procedureorderitems,810,NA
9480,Synacthentest uitvoeren,Perform synacthen test,NaN,NaN,NaN,Synacthentest uitvoeren,418,OPDR. Overig,NaN,89,Opdr. Overig,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,procedureorderitems,668,NA
9481,Tractie,Traction,NaN,NaN,NaN,Tractie,444,PROC. Houding & Beweging,NaN,NA,NaN,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,processitems,29,NA
9482,Halfzittende houding toepassen,Applying semi-seated posture,NaN,NaN,NaN,Halfzittend,444,PROC. Houding & Beweging,NaN,NA,NaN,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,processitems,21,NA
9483,Haemodynamisch profiel,Haemodynamic profile,NaN,NaN,NaN,Haemodynamisch profiel,430,OPDR. Circulatie,NaN,81,Opdr. Circulatie,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,procedureorderitems,2266,NA
9484,Extuberen,Extuberen,NaN,NaN,NaN,Extuberen,431,OPDR. Respiratie,NaN,82,Opdr. Respiratie,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,procedureorderitems,510,NA
9485,Dieet,Diet,NaN,NaN,NaN,Dieet,441,PROC. Gastro-Intestinaal,NaN,NA,NaN,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,processitems,36,NA
9486,Doorzuchten/Hoesten stimuleren,Boosting sighing/coughing,NaN,NaN,NaN,Doorzuchten/Hoesten stimuleren,431,OPDR. Respiratie,NaN,82,Opdr. Respiratie,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,procedureorderitems,368,NA
9487,EVD verbinden insteekplaats,EVD connect insertion point,NaN,NaN,NaN,EVD verbinden insteekplaats,451,OPDR. Verzorging,NaN,104,Opdr. Verzorging,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,procedureorderitems,92,NA
9488,Fixeren handen (polsbanden),Fixing hands (wristbands),NaN,NaN,NaN,Fixeren handen (polsbanden),436,OPDR. Houding & Beweging,NaN,87,Opdr. Houding & Beweging,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,procedureorderitems,248,NA
9489,Fixeren met onrustband + hekken,Fixation with siderail tape + fences,NaN,NaN,NaN,Fixeren met onrustband + hekken,436,OPDR. Houding & Beweging,NaN,87,Opdr. Houding & Beweging,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,procedureorderitems,68,NA
9490,Fractuur fixeren bij draaien,Fracture fixation on turning,NaN,NaN,NaN,Fractuur fixeren bij draaien,436,OPDR. Houding & Beweging,NaN,87,Opdr. Houding & Beweging,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,procedureorderitems,271,NA
9492,Contactisolatie 1,Contactisolatie 1,NaN,NaN,NaN,Contactisolatie  1,445,PROC. Infectie,NaN,NA,NaN,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,processitems,427,NA
9493,Intrinsic PEEP en Airtrap bepalen,Determining Intrinsic PEEP and Airtrap.,NaN,NaN,NaN,Intrinsic PEEP en Airtrap bepalen,439,PROC. Respiratie,NaN,82,Opdr. Respiratie,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,procedureorderitems,101,NA
9494,MRSA verpleging,MRSA nursing,NaN,NaN,NaN,MRSA verpleging,445,PROC. Infectie,NaN,NA,NaN,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,processitems,7,NA
9495,Strikte isolatie 1,Strict isolation 1,NaN,NaN,NaN,Strikte isolatie 1,445,PROC. Infectie,NaN,NA,NaN,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,processitems,58,NA
9496,Kinnebak geven,Giving Kinnebak,NaN,NaN,NaN,Kinnebak geven,431,OPDR. Respiratie,NaN,82,Opdr. Respiratie,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,procedureorderitems,2,NA
9497,Zuurstofkapje geven,Giving oxygen cap,NaN,NaN,NaN,Zuurstofkapje geven,431,OPDR. Respiratie,NaN,82,Opdr. Respiratie,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,procedureorderitems,32,NA
9498,Diep nasaal zuurstof geven,Giving deep nasal oxygen,NaN,NaN,NaN,Diep nasaal zuurstof geven,431,OPDR. Respiratie,NaN,82,Opdr. Respiratie,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,procedureorderitems,7,NA
9499,Koelen patiënt (Passief),Cooling patient (Passive),NaN,NaN,NaN,Koelen patiënt (Passief),445,PROC. Infectie,NaN,NA,NaN,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,processitems,12,NA
9500,Liquor labwaarts,Liquor lab forward,NaN,NaN,NaN,Liquor labwaarts,420,OPDR. Lab. afnemen,NaN,73,Opdr. Laboratorium afname,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,procedureorderitems,1965,NA
9501,Water voor O2 verschonen,Changing water for O2,NaN,NaN,NaN,Water voor O2 verschonen,446,OPDR. Lijnen/Catheter/Drains,NaN,90,Opdr. Lijnen/Catheter/Drains,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,procedureorderitems,13,NA
9502,Blaasspuit vernieuwen,Renew blower syringe,NaN,NaN,NaN,Blaasspuit vernieuwen,446,OPDR. Lijnen/Catheter/Drains,NaN,90,Opdr. Lijnen/Catheter/Drains,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,procedureorderitems,6,NA
9503,Maaghevelzak vernieuwen,Gastric siphon bag renewal,NaN,NaN,NaN,Maaghevelzak vernieuwen,446,OPDR. Lijnen/Catheter/Drains,NaN,90,Opdr. Lijnen/Catheter/Drains,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,procedureorderitems,44,NA
9504,Sterielwaterfles vernieuwen,Sterile water bottle renewal,NaN,NaN,NaN,Sterielwaterfles vernieuwen,446,OPDR. Lijnen/Catheter/Drains,NaN,90,Opdr. Lijnen/Catheter/Drains,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,procedureorderitems,35,NA
9505,Pall+Antivirusfilter+Swivel,Pall+Antivirus filter+Swivel,NaN,NaN,NaN,Pall+Antivirusfilter+Swivel,446,OPDR. Lijnen/Catheter/Drains,NaN,90,Opdr. Lijnen/Catheter/Drains,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,procedureorderitems,47,NA
9507,Monddouche geven,Giving mouth shower,NaN,NaN,NaN,Monddouche geven,451,OPDR. Verzorging,NaN,104,Opdr. Verzorging,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,procedureorderitems,815,NA
9509,Maaghevel inbrengen,Stomach siphon insertion,NaN,NaN,NaN,Maaghevel inbrengen,433,OPDR. Gastro-Intestinaal,NaN,84,Opdr. Gastro-Intestinaal,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,procedureorderitems,196,NA
9510,Maagsonde inbrengen,Gastric tube insertion,NaN,NaN,NaN,Maagsonde inbrengen,433,OPDR. Gastro-Intestinaal,NaN,84,Opdr. Gastro-Intestinaal,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,procedureorderitems,552,NA
9511,Maagzuigdrainage geven,Giving stomach suction drainage,NaN,NaN,NaN,Maagzuigdrainage geven,433,OPDR. Gastro-Intestinaal,NaN,84,Opdr. Gastro-Intestinaal,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,procedureorderitems,81,NA
9512,Mobiliseren schema,Mobilize scheme,NaN,NaN,NaN,Mobiliseren schema,436,OPDR. Houding & Beweging,NaN,87,Opdr. Houding & Beweging,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,procedureorderitems,4670,NA
9513,Beademingsslangen niet ontkoppelen,Do not disconnect ventilation hoses,NaN,NaN,NaN,Beademingsslangen niet ontkoppelen,439,PROC. Respiratie,NaN,NA,NaN,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,processitems,3,NA
9514,Niet nasaal uitzuigen,Do not nasally aspirate,NaN,NaN,NaN,Niet nasaal uitzuigen,439,PROC. Respiratie,NaN,NA,NaN,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,processitems,248,NA
9515,Nasaal toilet geven,Nasal toilet giving,NaN,NaN,NaN,Nasaal toilet geven,431,OPDR. Respiratie,NaN,82,Opdr. Respiratie,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,procedureorderitems,173,NA
9516,Neusbril geven,Giving nose goggles,NaN,NaN,NaN,Neusbril geven,431,OPDR. Respiratie,NaN,82,Opdr. Respiratie,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,procedureorderitems,80,NA
9517,Ogen afplakken,Masking eyes,NaN,NaN,NaN,Ogen afplakken,451,OPDR. Verzorging,NaN,104,Opdr. Verzorging,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,procedureorderitems,55,NA
9518,Ondersteunen bij hoesten,Support for coughing,NaN,NaN,NaN,Ondersteunen bij hoesten,439,PROC. Respiratie,NaN,NA,NaN,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,processitems,9,NA
9519,Ophoesten stimuleren,Encourage coughing,NaN,NaN,NaN,Ophoesten stimuleren,439,PROC. Respiratie,NaN,NA,NaN,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,processitems,5,NA
9520,Opwarmen (Actief uitwendig),Warming up (Active external),NaN,NaN,NaN,Opwarmen (Actief uitwendig),438,PROC. Circulatie,NaN,NA,NaN,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,processitems,4798,NA
9521,Opwarmen (Passief uitwendig),Warming up (Passive external),NaN,NaN,NaN,Opwarmen (Passief uitwendig),438,PROC. Circulatie,NaN,NA,NaN,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,processitems,281,NA
9522,Hechtingen verwijderen,Removing sutures,NaN,NaN,NaN,Hechtingen verwijderen,449,OPDR. Huid,NaN,101,Opdr. Huid,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,procedureorderitems,613,NA
9523,Hechtingen,Sutures,NaN,NaN,NaN,Hechtingen,450,PROC. Huid,NaN,NA,NaN,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,processitems,102,NA
9524,Plat liggend verplegen,Flat lying nursing,NaN,NaN,NaN,Plat liggend verplegen,444,PROC. Houding & Beweging,NaN,NA,NaN,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,processitems,59,NA
9525,Reinigen fixatuur externe,Cleaning fixature external,NaN,NaN,NaN,Reinigen fixatuur externe,418,OPDR. Overig,NaN,89,Opdr. Overig,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,procedureorderitems,915,NA
9526,Sonde oraal geven,Giving probe orally,NaN,NaN,NaN,Sonde oraal geven,433,OPDR. Gastro-Intestinaal,NaN,84,Opdr. Gastro-Intestinaal,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,procedureorderitems,39,NA
9527,Stabiele zijligging toepassen,Apply stable lateral position,NaN,NaN,NaN,Stabiele zijligging toepassen,444,PROC. Houding & Beweging,NaN,NA,NaN,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,processitems,1,NA
9528,Supra Pubische catheter spoelen,Supra Pubic Catheter Flushing,NaN,NaN,NaN,Supra Pubische catheter spoelen,434,OPDR. Urologisch,NaN,85,Opdr. Urologisch,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,procedureorderitems,198,NA
9530,Uritip geven,Giving Uritip,NaN,NaN,NaN,Uritip geven,434,OPDR. Urologisch,NaN,85,Opdr. Urologisch,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,procedureorderitems,26,NA
9531,Vocht beperking,Moisture limitation,NaN,NaN,NaN,Vocht beperking,447,PROC. Overig,NaN,NA,NaN,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,processitems,154,NA
9532,Tinspiratie,Tinspiration,NaN,NaN,NaN,Tinsp,330,ZZ-OUD-Resp-Evita Machinegegevens,NaN,NA,NaN,0,NA,NaN,0,None,NaN,NaN,NaN,NA,NA,numericitems,56260,40091
9533,Texpiratie,Texpiratie,NaN,NaN,NaN,Texp,330,ZZ-OUD-Resp-Evita Machinegegevens,NaN,NA,NaN,0,NA,NaN,0,None,NaN,NaN,NaN,NA,NA,numericitems,56220,39942
9537,Xx-Niet meer gebruiken (Duodenumsonde=Proces Sonde),Xx-No longer use (Duodenum Probe=Process Probe),NaN,NaN,NaN,Xx-Niet meer gebruiken(Duodenumsonde=Proces Sonde),422,PROC. Lijnen/Catheter/Drains,NaN,NA,NaN,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,processitems,255,NA
9538,Xx-Niet meer gebruiken PEG-sonde(=Proces Sonde),Xx-No longer use PEG probe(=Process Probe),NaN,NaN,NaN,Xx-Niet meer gebruiken PEG-sonde(=Proces Sonde),422,PROC. Lijnen/Catheter/Drains,NaN,NA,NaN,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,processitems,21,NA
9539,SDD-drank/pasta/belcomycinex,SDD-drank/pasta/belcomycinex,NaN,NaN,NaN,SDD-drank/pasta/belcomycinex,328,OLGV-OUD,NaN,21,Niet iv Antimicrobiele middelen,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,drugitems,1,NA
9540,Cuffdruk meten 8.00 uur,Cuff pressure measurement 8 a.m.,NaN,NaN,NaN,Cuffdruk meten 8.00 uur,431,OPDR. Respiratie,NaN,82,Opdr. Respiratie,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,procedureorderitems,23046,NA
9541,Pacemakerdraden,Pacemaker wires,NaN,NaN,NaN,Pacemakerdraden,438,PROC. Circulatie,NaN,NA,NaN,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,processitems,2452,NA
9544,NDT-systeem,NDT System,NaN,NaN,NaN,NDT-systeem,422,PROC. Lijnen/Catheter/Drains,NaN,NA,NaN,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,processitems,258,NA
9545,Cerebrale PaO2,Cerebral PaO2,NaN,NaN,NaN,Cerebrale PaO2,428,NEURO-Algemeen,NaN,NA,NaN,0,NA,NaN,173,mmHg,mm[Hg],NaN,NaN,NA,NA,numericitems,212,212
9546,Cerebrale temp.,Cerebral temp.,NaN,NaN,NaN,Cerebrale temp.,428,NEURO-Algemeen,NaN,NA,NaN,0,NA,NaN,59,°C,Cel,NaN,NaN,NA,NA,numericitems,208,208
9547,Glucose afnemen,Glucose decrease,NaN,NaN,NaN,Glucose afnemen,420,OPDR. Lab. afnemen,NaN,73,Opdr. Laboratorium afname,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,procedureorderitems,73418,NA
9549,SDD-Pasta/Drank/Belcomycine,SDD-Paste/Drink/Belcomycin,NaN,NaN,NaN,SDD-Pasta/Drank/Belcomycine,318,Deleted - Niet gebruiken,NaN,21,Niet iv Antimicrobiele middelen,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,drugitems,41,NA
9552,Acetylcysteine (oraal),Acetylcysteine (oral),NaN,NaN,NaN,Acetylcysteine (oraal),268,Medicatie,NaN,70,Niet iv Tractus Respiratorius,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,drugitems,775,NA
9554,Kopieer en plak,Copy and paste,NaN,NaN,NaN,Kopieer en plak,627,Decubitus-DecubitusWondverzorging,NaN,NA,NaN,0,NA,NaN,8,l,L,"0,26","0,46",NA,NA,numericitems,19070,19070
9558,Chloor Astrup,Chlorine Astrup,NaN,NaN,NaN,CL-  Astrup,372,LAB ASTRUPS,NaN,NA,NaN,1,NA,NaN,97,mmol/l,mmol/L,98,106,NA,NA,numericitems,2899,2899
9559,Anion-Gap (bloed),Anion-Gap (blood),NaN,NaN,NaN,Anion-Gap (bloed),372,LAB ASTRUPS,NaN,NA,NaN,1,NA,NaN,97,mmol/l,mmol/L,NaN,NaN,NA,NA,numericitems,464208,464208
9560,Ca++ Astrup,Ca++ Astrup,NaN,NaN,NaN,Ca++ Astrup,372,LAB ASTRUPS,NaN,NA,NaN,1,NA,NaN,97,mmol/l,mmol/L,"1,13","1,32",NA,NA,numericitems,16774,16774
9561,CA++(7.4) Astrup,CA++(7.4) Astrup,NaN,NaN,NaN,CA++(7.4) Astrup,372,LAB ASTRUPS,NaN,NA,NaN,1,NA,NaN,97,mmol/l,mmol/L,NaN,NaN,NA,NA,numericitems,13584,13584
9564,NDT-syst.,NDT system,NaN,NaN,NaN,NDT-syst.,460,VB-VAC,NaN,NA,NaN,0,NA,NaN,6,ml,mL,NaN,NaN,NA,NA,numericitems,2261,2261
9567,AP verzorging,AP care,NaN,NaN,NaN,AP verzorging,451,OPDR. Verzorging,NaN,84,Opdr. Gastro-Intestinaal,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,procedureorderitems,193,NA
9574,Maagzuig-drainage,Maagzuig-drainage,NaN,NaN,NaN,Maagzuig-drainage,441,PROC. Gastro-Intestinaal,NaN,NA,NaN,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,processitems,309,NA
9575,Toegestaan orale vochttoediening,Authorized oral fluid administration,NaN,NaN,NaN,Toegestaan orale vochttoediening,441,PROC. Gastro-Intestinaal,NaN,NA,NaN,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,processitems,29,NA
9576,Leuco/ul,Leuco/ul,NaN,NaN,NaN,Leuco/ul,306,LAB LIQUOR,NaN,NA,NaN,1,NA,NaN,0,None,NaN,NaN,NaN,NA,NA,numericitems,46,46
9577,Ery/3ul,Ery/3ul,NaN,NaN,NaN,Ery/3ul,306,LAB LIQUOR,NaN,NA,NaN,1,NA,NaN,0,None,NaN,NaN,NaN,NA,NA,numericitems,49,49
9578,Ery/ul,Ery/ul,NaN,NaN,NaN,Ery/ul,306,LAB LIQUOR,NaN,NA,NaN,1,NA,NaN,0,None,NaN,NaN,NaN,NA,NA,numericitems,46,46
9579,SDD-Protocol starten,Start SDD-Protocol,NaN,NaN,NaN,SDD-Protocol starten,437,OPDR. Infectie,NaN,88,Opdr. Infectie,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,procedureorderitems,386,NA
9581,Laktaat afnemen,Take down the certificate,NaN,NaN,NaN,Laktaat afnemen,420,OPDR. Lab. afnemen,NaN,73,Opdr. Laboratorium afname,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,procedureorderitems,471,NA
9583,Wonddrain1 Stand,Wound drain1 Position,NaN,NaN,NaN,Wdrain1/Stand,352,VB-Wonddrains,NaN,NA,NaN,0,NA,NaN,6,ml,mL,NaN,NaN,NA,NA,numericitems,46514,46514
9584,Wonddrain2 Stand,Wound Drain2 Stand,NaN,NaN,NaN,Wdrain2/Stand,352,VB-Wonddrains,NaN,NA,NaN,0,NA,NaN,6,ml,mL,NaN,NaN,NA,NA,numericitems,20403,20403
9585,Wonddrain3 Stand,Wound drain3 Stand,NaN,NaN,NaN,Wdrain3/Stand,352,VB-Wonddrains,NaN,NA,NaN,0,NA,NaN,6,ml,mL,NaN,NaN,NA,NA,numericitems,7221,7221
9587,Wonddrain4 Stand,Wound drain4 Stand,NaN,NaN,NaN,Wdrain4/Stand,352,VB-Wonddrains,NaN,NA,NaN,0,NA,NaN,6,ml,mL,NaN,NaN,NA,NA,numericitems,2089,2089
9588,Thoraxdrain op waterslot,Thoracic drain on water seal,NaN,NaN,NaN,Thoraxdrain op waterslot,446,OPDR. Lijnen/Catheter/Drains,NaN,90,Opdr. Lijnen/Catheter/Drains,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,procedureorderitems,173,NA
9589,Thoraxdrain afklemmen,Thoracic drain clamping,NaN,NaN,NaN,Thoraxdrain afklemmen,446,OPDR. Lijnen/Catheter/Drains,NaN,90,Opdr. Lijnen/Catheter/Drains,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,procedureorderitems,234,NA
9591,"NaCl 0,9% druppels",NaCl 0.9% drops,NaN,NaN,NaN,"NaCl 0,9% druppels",268,Medicatie,NaN,69,Niet iv Zalven/Crèmes/Druppels,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,drugitems,1268,NA
9592,Thoraxdrain zuigen,Thoracic drain suctioning,NaN,NaN,NaN,Thoraxdrain zuigen,446,OPDR. Lijnen/Catheter/Drains,NaN,90,Opdr. Lijnen/Catheter/Drains,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,procedureorderitems,126,NA
9594,Enkel lumen Femoralis,Femoralis ankle lumen,NaN,NaN,NaN,Enkel lumen Femoralis,422,PROC. Lijnen/Catheter/Drains,NaN,NA,NaN,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,processitems,31,NA
9595,Enkel lumen Jugularis,Enkel lumen jugularis,NaN,NaN,NaN,Enkel lumen Jugularis,422,PROC. Lijnen/Catheter/Drains,NaN,NA,NaN,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,processitems,44,NA
9596,Enkel lumen Subclavia,Single lumen Subclavia,NaN,NaN,NaN,Enkel lumen Subclavia,422,PROC. Lijnen/Catheter/Drains,NaN,NA,NaN,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,processitems,90,NA
9598,VAP-registratie,VAP-registratie,NaN,NaN,NaN,VAP-registratie,437,OPDR. Infectie,NaN,88,Opdr. Infectie,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,procedureorderitems,488,NA
9600,Drukverband aanleggen,Pressure dressing,NaN,NaN,NaN,Drukverband aanleggen,430,OPDR. Circulatie,NaN,81,Opdr. Circulatie,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,procedureorderitems,48,NA
9601,Drukverband,Pressure dressing,NaN,NaN,NaN,Drukverband,438,PROC. Circulatie,NaN,NA,NaN,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,processitems,551,NA
9602,Tetanusimmunoglobuline,Tetanus immunoglobulin,NaN,NaN,NaN,Tetanusimmunoglobuline,268,Medicatie,NaN,15,Injecties Antimicrobiele middelen,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,drugitems,66,NA
9603,Cytologie bepalen,Determining Cytology,NaN,NaN,NaN,Cytologie bepalen,420,OPDR. Lab. afnemen,NaN,73,Opdr. Laboratorium afname,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,procedureorderitems,5,NA
9605,IABP flush,IABP flush,NaN,NaN,NaN,IABP flush,430,OPDR. Circulatie,NaN,81,Opdr. Circulatie,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,procedureorderitems,8442,NA
9606,MDO bespreking,MDO discussion,NaN,NaN,NaN,MDO bespreking,435,OPDR. Psycho-sociaal,NaN,86,Opdr. Psycho-sociaal,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,procedureorderitems,290,NA
9609,BIPAP T1 Evita1,BIPAP T1 Evita1,NaN,NaN,NaN,BIPAP T1 Evita1,330,ZZ-OUD-Resp-Evita Machinegegevens,NaN,NA,NaN,0,NA,NaN,0,None,NaN,NaN,NaN,NA,NA,numericitems,37997,18339
9611,BIPAP T2 Evita1,BIPAP T2 Evita1,NaN,NaN,NaN,BIPAP T2 Evita1,330,ZZ-OUD-Resp-Evita Machinegegevens,NaN,NA,NaN,0,NA,NaN,0,None,NaN,NaN,NaN,NA,NA,numericitems,38011,18446
9613,Hotline gebruiken,Using hotline,NaN,NaN,NaN,Hotline gebruiken,438,PROC. Circulatie,NaN,81,Opdr. Circulatie,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,procedureorderitems,10,NA
9614,Sheet Swan Ganz,Sheet Swan Ganz,NaN,NaN,NaN,Sheet Swan Ganz,422,PROC. Lijnen/Catheter/Drains,NaN,NA,NaN,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,processitems,3529,NA
9615,Xalatan oogdruppels,Xalatan eye drops,NaN,NaN,NaN,Xalatan oogdruppels,268,Medicatie,NaN,69,Niet iv Zalven/Crèmes/Druppels,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,drugitems,199,NA
9617,Xalacom oogzalf,Xalacom eye ointment,NaN,NaN,NaN,Xalacom oogzalf,268,Medicatie,NaN,69,Niet iv Zalven/Crèmes/Druppels,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,drugitems,40,NA
9618,PantoPac,PantoPac,NaN,NaN,NaN,PantoPac,268,Medicatie,NaN,21,Niet iv Antimicrobiele middelen,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,drugitems,1,NA
9619,Mv Lekkage,Mv Lekkage,NaN,NaN,NaN,Mv Lekkage,331,ZZ-OUD-Resp-PatientGeg.,NaN,NA,NaN,0,NA,NaN,26,l/min,L/min,NaN,NaN,NA,NA,numericitems,7,7
9620,Bupivacaïne/Fentanyl,Bupivacaine/Fentanyl,NaN,NaN,NaN,Bupivacaïne/Fentanyl,268,Medicatie,NaN,65,2. Spuitpompen,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,drugitems,647,NA
9621,Trastuzumab (Herceptin),Trastuzumab (Herceptin),NaN,NaN,NaN,Trastuzumab (Herceptin),268,Medicatie,NaN,25,Injecties Haematologisch,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,drugitems,1,NA
9622,Dimercaptopropaansulfonzuur,Dimercaptopropane sulfonic acid,NaN,NaN,NaN,Dimercaptopropaansulfonzuur,268,Medicatie,NaN,27,Injecties Overig,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,drugitems,1,NA
9625,PCA-pomp,PCA-pump,NaN,NaN,NaN,PCA-pomp,447,PROC. Overig,NaN,NA,NaN,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,processitems,320,NA
9626,Wondlekkage,Wound leakage,NaN,NaN,NaN,Wondlekkage,462,VB-Wondlekkage,NaN,NA,NaN,0,NA,NaN,6,ml,mL,NaN,NaN,NA,NA,numericitems,7688,7688
9631,Beademingstoestel(2),Respirator(2),NaN,NaN,NaN,Ventilator(2),366,ZZ-OUD-Resp-Evita Machinegegevens2,NaN,NA,NaN,0,2,Evita 1,NA,NaN,NaN,NaN,NaN,NA,NA,listitems,1,1
